ticket_id,created_at,resolved_at,created_by,classroom_id,building,category,subcategory,description,resolution_notes,assigned_technician,resolution_time_minutes
INC0202135,2025-04-28 05:17:58,2025-04-28 05:31:58,25Live,WIE-412,Wieboldt Hall,Classroom Scheduling,Room reservation sync,STRT-452-0-71 Competitive Strategy,Auto-closed by scheduling integration.,,7
INC0201475,2025-04-28 05:27:08,2025-04-28 05:36:08,25Live,WIE-205,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,25
INC0201091,2025-04-28 05:33:04,2025-04-28 05:41:04,25Live,WIE-441,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Admissions Information Session,Auto-closed by scheduling integration.,,2
INC0201511,2025-04-28 05:37:46,2025-04-28 05:50:46,25Live,WIE-312,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,2
INC0201215,2025-04-28 06:00:27,2025-04-28 06:23:27,25Live,WIE-105,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,Auto-closed by scheduling integration.,,25
INC0202469,2025-04-28 06:11:11,2025-04-28 06:29:11,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,FINC-430-0-51 Corporate Finance,Auto-closed by scheduling integration.,,18
INC0201208,2025-04-28 07:01:44,,25Live,WIE-355,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,,,
INC0201222,2025-04-28 07:17:45,2025-04-28 07:34:45,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Executive Education Workshop,Auto-closed by scheduling integration.,,17
INC0201584,2025-04-28 07:51:58,2025-04-28 08:12:58,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,ACCT-410-0-51 Financial Accounting,Auto-closed by scheduling integration.,,13
INC0200372,2025-04-28 09:26:00,2025-04-28 10:18:00,Staff6219142,,Wieboldt Hall,AV Technical Support,No display / HDMI handshake,Podium PC displays on confidence monitor but projector screen is black.,Rebooted control processor; input routing restored after reload.,R. Calloway,52
INC0200466,2025-04-28 12:05:00,2025-04-28 21:03:00,Faculty2626626,,Wieboldt Hall,AV Technical Support,Audio / microphone,Wireless mic static and dropouts near front of room.,Reset DSP to default preset; room audio normal.,S. Patel,538
INC0200513,2025-04-28 16:21:00,2025-05-08 13:25:00,Faculty8643506,WIE-306,Wieboldt Hall,Equipment Maintenance & Repair,Projector lamp / image quality,"Projector filter warning on startup, image flickering.",Scheduled projector replacement; loaner cart provided in interim.,M. Reyes,14224
INC0202305,2025-04-29 05:30:55,2025-04-29 05:32:55,25Live,WIE-105,Wieboldt Hall,Classroom Scheduling,Room reservation sync,DECS-433-0-61 Business Analytics,Auto-closed by scheduling integration.,,1
INC0201551,2025-04-29 05:35:33,2025-04-29 06:04:33,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MKTG-450-0-61 Brand Strategy,Auto-closed by scheduling integration.,,16
INC0202343,2025-04-29 05:45:32,2025-04-29 06:07:32,25Live,WIE-110,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MORS-470-0-51 Negotiations,Auto-closed by scheduling integration.,,22
INC0202106,2025-04-29 05:47:48,2025-04-29 05:50:48,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,STRT-452-0-71 Competitive Strategy,Auto-closed by scheduling integration.,,12
INC0202148,2025-04-29 05:47:58,2025-04-29 05:48:58,25Live,WIE-258,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Room Hold — Facilities,Auto-closed by scheduling integration.,,27
INC0200834,2025-04-29 05:52:07,2025-04-29 06:10:07,25Live,WIE-110,Wieboldt Hall,Classroom Scheduling,Room reservation sync,DECS-433-0-61 Business Analytics,Auto-closed by scheduling integration.,,5
INC0202251,2025-04-29 06:05:27,2025-04-29 06:21:27,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,Auto-closed by scheduling integration.,,14
INC0200319,2025-04-29 08:05:00,2025-04-29 09:16:00,Faculty7863327,WIE-110,Wieboldt Hall,Lecture Capture,Capture scheduling / setup,Instructor requests recurring recording schedule for spring course.,Re-mapped publishing folder and corrected course role permissions.,S. Patel,71
INC0200189,2025-04-29 10:15:00,2025-05-16 17:40:00,Student2946323,WIE-355,Wieboldt Hall,Lecture Capture,Recording failed / not captured,Lecture recording missing audio track for full session.,Restarted capture appliance; verified next scheduled recording completed.,S. Patel,24925
INC0200256,2025-04-29 11:14:00,2025-04-30 07:06:00,Student8642263,WIE-142,Wieboldt Hall,Webconferencing,Zoom/Teams AV routing,Hybrid class: in-room students cannot hear remote participants.,Re-seated USB extender at podium; camera re-enumerated in Teams.,A. Okafor,1192
INC0200590,2025-04-29 13:55:00,2025-05-01 00:55:00,Student3894074,WIE-343,Wieboldt Hall,AV Technical Support,Podium PC / login,Podium PC stuck on Windows update at class start.,Cleared temp files and restarted; escalated for RAM upgrade.,S. Patel,2100
INC0200817,2025-04-30 05:00:36,2025-04-30 05:16:36,25Live,WIE-318,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,Auto-closed by scheduling integration.,,7
INC0201724,2025-04-30 05:20:39,2025-04-30 05:30:39,25Live,WIE-312,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Admissions Information Session,Auto-closed by scheduling integration.,,28
INC0201330,2025-04-30 05:49:51,2025-04-30 05:54:51,25Live,WIE-455,Wieboldt Hall,Classroom Scheduling,Room reservation sync,FINC-430-0-51 Corporate Finance,Auto-closed by scheduling integration.,,12
INC0201212,2025-04-30 05:51:16,2025-04-30 06:17:16,25Live,WIE-355,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Student Club Panel Event,Auto-closed by scheduling integration.,,21
INC0200988,2025-04-30 06:22:21,2025-04-30 06:25:21,25Live,WIE-455,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Faculty Meeting,Auto-closed by scheduling integration.,,3
INC0201804,2025-04-30 06:59:22,2025-04-30 07:17:22,25Live,WIE-105,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MORS-470-0-51 Negotiations,Auto-closed by scheduling integration.,,27
INC0201093,2025-04-30 07:12:38,,25Live,WIE-412,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Faculty Meeting,,,
INC0201157,2025-04-30 07:35:46,2025-04-30 07:46:46,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Executive Education Workshop,Auto-closed by scheduling integration.,,7
INC0200079,2025-04-30 10:12:00,2025-06-04 09:33:00,Staff5395564,WIE-318,Wieboldt Hall,Setup & Configuration,Event / class AV setup,Panel discussion: three handhelds and confidence monitor requested.,Configured room for panel format; struck equipment after event.,A. Okafor,50361
INC0200544,2025-04-30 10:19:00,2025-05-19 08:58:00,Faculty7014617,WIE-142,Wieboldt Hall,Equipment Maintenance & Repair,Cabling / connectors,USB-C adapter at podium missing; instructor cannot connect MacBook.,Replaced missing adapter; added to weekly checklist.,R. Calloway,27279
INC0200484,2025-04-30 17:35:00,2025-04-30 18:23:00,Student9926586,WIE-148,Wieboldt Hall,AV Technical Support,Audio / microphone,Wireless mic static and dropouts near front of room.,Corrected audio routing on touch panel; laptop audio restored.,R. Calloway,48
INC0202492,2025-05-01 05:16:11,2025-05-01 05:23:11,25Live,WIE-205,Wieboldt Hall,Classroom Scheduling,Room reservation sync,FINC-430-0-51 Corporate Finance,Auto-closed by scheduling integration.,,25
INC0201075,2025-05-01 05:38:36,2025-05-01 06:03:36,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,12
INC0201528,2025-05-01 06:09:34,2025-05-01 06:24:34,25Live,WIE-205,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,22
INC0200488,2025-05-01 17:42:00,2025-05-01 17:50:00,Faculty3240656,WIE-455,Wieboldt Hall,AV Technical Support,Control system / touch panel,'System Starting' hangs indefinitely; room unusable for class.,Rebooted control processor; panel reconnected after program reload.,A. Okafor,8
INC0200503,2025-05-01 18:17:00,2025-07-07 09:36:00,Faculty9157403,WIE-355,Wieboldt Hall,Consultation,AV consultation / training,New faculty member requests walkthrough of classroom AV system.,Reviewed hybrid workflow and set camera/audio defaults with instructor.,R. Calloway,95959
INC0201213,2025-05-02 05:17:34,2025-05-02 05:23:34,25Live,WIE-455,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Student Club Panel Event,Auto-closed by scheduling integration.,,24
INC0201518,2025-05-02 05:41:43,2025-05-02 06:05:43,25Live,WIE-258,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,1
INC0202176,2025-05-02 05:44:17,2025-05-02 06:11:17,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,18
INC0202261,2025-05-02 05:52:09,2025-05-02 06:15:09,25Live,WIE-312,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Student Club Panel Event,Auto-closed by scheduling integration.,,16
INC0201500,2025-05-02 06:16:51,2025-05-02 06:29:51,25Live,WIE-312,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Faculty Meeting,Auto-closed by scheduling integration.,,5
INC0201097,2025-05-02 06:23:36,2025-05-02 06:49:36,25Live,WIE-352,Wieboldt Hall,Classroom Scheduling,Room reservation sync,STRT-452-0-71 Competitive Strategy,Auto-closed by scheduling integration.,,15
INC0200373,2025-05-02 10:17:00,2025-05-02 18:14:00,Faculty1920212,WIE-343,Wieboldt Hall,AV Technical Support,No display / HDMI handshake,Projector shows brief image then drops to black screen repeatedly.,Rebooted control processor; input routing restored after reload.,M. Reyes,477
INC0201635,2025-05-03 06:02:57,2025-05-03 06:27:57,25Live,WIE-404,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,3
INC0200489,2025-05-03 08:39:00,2025-05-05 22:27:00,Student8427212,WIE-110,Wieboldt Hall,Consultation,AV consultation / training,Instructor requests best-practice review for hybrid teaching setup.,Recommended equipment configuration; scheduled follow-up.,D. Lindqvist,3708
INC0200649,2025-05-03 12:30:00,2025-05-17 20:15:00,Student8708440,WIE-105,Wieboldt Hall,Setup & Configuration,Event / class AV setup,Microphone and projector setup for guest speaker event.,Completed setup and tested with event organizer.,S. Patel,20625
INC0200056,2025-05-03 12:43:00,2025-05-03 16:08:00,Staff3904472,WIE-355,Wieboldt Hall,AV Technical Support,Audio / microphone,Program audio works but mic audio not reinforced in room.,Replaced batteries in bodypack; instructed on charging dock use.,T. Nakamura,205
INC0200467,2025-05-04 08:03:00,2025-05-04 16:05:00,Faculty4325348,,Wieboldt Hall,AV Technical Support,Audio / microphone,Program audio works but mic audio not reinforced in room.,Replaced batteries in bodypack; instructed on charging dock use.,A. Okafor,482
INC0200428,2025-05-04 08:30:00,2025-05-04 19:46:00,Student9884361,WIE-312,Wieboldt Hall,AV Technical Support,No display / HDMI handshake,HDMI handshake failure after switching from podium PC to laptop.,Power-cycled matrix switcher and re-seated HDMI at podium; signal restored.,A. Okafor,676
INC0202071,2025-05-05 05:10:15,,25Live,WIE-508,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,,,
INC0201068,2025-05-05 05:17:59,2025-05-05 05:36:59,25Live,WIE-105,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,Auto-closed by scheduling integration.,,5
INC0202027,2025-05-05 05:47:48,,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,,,
INC0200885,2025-05-05 05:52:31,2025-05-05 05:59:31,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,FINC-430-0-51 Corporate Finance,Auto-closed by scheduling integration.,,12
INC0202075,2025-05-05 07:18:54,2025-05-05 07:26:54,25Live,WIE-258,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,19
INC0201397,2025-05-05 07:29:48,2025-05-05 07:46:48,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Student Club Panel Event,Auto-closed by scheduling integration.,,4
INC0200187,2025-05-05 11:26:00,2025-05-06 11:19:00,Faculty8714545,,Wieboldt Hall,Lecture Capture,Capture scheduling / setup,Instructor requests recurring recording schedule for spring course.,Created recurring capture schedule; confirmed first recording with instructor.,R. Calloway,1433
INC0200016,2025-05-05 14:39:00,2025-05-07 05:03:00,Student4451267,WIE-251,Wieboldt Hall,Setup & Configuration,Event / class AV setup,Microphone and projector setup for guest speaker event.,Configured room for panel format; struck equipment after event.,A. Okafor,2304
INC0200190,2025-05-05 16:22:00,2025-05-07 20:10:00,Staff3184122,WIE-355,Wieboldt Hall,Lecture Capture,Recording failed / not captured,Capture appliance offline; last three scheduled recordings missing.,Corrected room calendar mapping in capture scheduler.,A. Okafor,3108
INC0200840,2025-05-06 05:00:06,2025-05-06 05:23:06,25Live,WIE-205,Wieboldt Hall,Classroom Scheduling,Room reservation sync,STRT-452-0-71 Competitive Strategy,Auto-closed by scheduling integration.,,19
INC0202090,2025-05-06 05:05:32,2025-05-06 05:23:32,25Live,WIE-205,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Room Hold — Facilities,Auto-closed by scheduling integration.,,9
INC0202010,2025-05-06 05:07:34,2025-05-06 05:14:34,25Live,WIE-537,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Room Hold — Facilities,Auto-closed by scheduling integration.,,8
INC0202393,2025-05-06 05:34:26,2025-05-06 05:40:26,25Live,WIE-455,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Faculty Meeting,Auto-closed by scheduling integration.,,1
INC0201468,2025-05-06 05:43:57,2025-05-06 06:09:57,25Live,WIE-105,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,8
INC0202440,2025-05-06 06:06:25,2025-05-06 06:07:25,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Admissions Information Session,Auto-closed by scheduling integration.,,21
INC0201190,2025-05-06 06:14:15,,25Live,WIE-521,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MKTG-450-0-61 Brand Strategy,,,
INC0200829,2025-05-06 06:19:13,2025-05-06 06:43:13,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MKTG-450-0-61 Brand Strategy,Auto-closed by scheduling integration.,,2
INC0200974,2025-05-06 06:56:01,2025-05-06 07:07:01,25Live,WIE-306,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MKTG-450-0-61 Brand Strategy,Auto-closed by scheduling integration.,,13
INC0201349,2025-05-06 07:25:29,2025-05-06 07:44:29,25Live,WIE-355,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,12
INC0201338,2025-05-06 07:41:08,2025-05-06 07:51:08,25Live,WIE-246,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,Auto-closed by scheduling integration.,,28
INC0200121,2025-05-06 11:15:00,2025-05-06 14:07:00,Faculty2036047,,Wieboldt Hall,AV Technical Support,Audio / microphone,Program audio works but mic audio not reinforced in room.,Replaced batteries in bodypack; instructed on charging dock use.,D. Lindqvist,172
INC0200191,2025-05-06 14:01:00,2025-05-07 13:35:00,Staff2237181,,Wieboldt Hall,Lecture Capture,Recording failed / not captured,Recording stopped 20 minutes into class; remainder not captured.,Recovered local backup recording and uploaded to course folder.,E. Marsh,1414
INC0201034,2025-05-07 05:15:46,2025-05-07 05:42:46,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MKTG-450-0-61 Brand Strategy,Auto-closed by scheduling integration.,,15
INC0200761,2025-05-07 05:17:31,2025-05-07 05:38:31,25Live,WIE-544,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,16
INC0202084,2025-05-07 05:57:09,,25Live,WIE-441,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Admissions Information Session,,,
INC0201841,2025-05-07 06:02:25,2025-05-07 06:18:25,25Live,WIE-508,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,Auto-closed by scheduling integration.,,14
INC0200399,2025-05-07 08:42:00,2025-05-07 13:32:00,Faculty4644056,WIE-142,Wieboldt Hall,AV Technical Support,No display / HDMI handshake,Guest speaker laptop not detected on wall plate HDMI input.,Manually forced input on switcher; EDID re-handshake resolved the black screen.,A. Okafor,290
INC0200283,2025-05-07 16:47:00,2025-05-08 08:34:00,Student1463328,WIE-251,Wieboldt Hall,AV Technical Support,Input switching failure,Touch panel input selection not changing projector source.,Reloaded control program; input switching functional.,A. Okafor,947
INC0202303,2025-05-08 05:04:49,2025-05-08 05:21:49,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,DECS-433-0-61 Business Analytics,Auto-closed by scheduling integration.,,10
INC0201087,2025-05-08 05:23:58,2025-05-08 05:32:58,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,8
INC0200997,2025-05-08 05:57:16,,25Live,WIE-258,Wieboldt Hall,Classroom Scheduling,Room reservation sync,ACCT-410-0-51 Financial Accounting,,,
INC0201447,2025-05-08 06:02:51,2025-05-08 06:21:51,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Room Hold — Facilities,Auto-closed by scheduling integration.,,20
INC0201521,2025-05-08 06:12:02,2025-05-08 06:25:02,25Live,WIE-318,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Faculty Meeting,Auto-closed by scheduling integration.,,8
INC0200836,2025-05-08 06:27:37,2025-05-08 06:33:37,25Live,WIE-318,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Student Club Panel Event,Auto-closed by scheduling integration.,,28
INC0202283,2025-05-08 07:32:27,2025-05-08 07:34:27,25Live,WIE-306,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Admissions Information Session,Auto-closed by scheduling integration.,,29
INC0201619,2025-05-08 07:56:01,2025-05-08 08:19:01,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,FINC-430-0-51 Corporate Finance,Auto-closed by scheduling integration.,,15
INC0200359,2025-05-08 16:17:00,2025-08-08 03:54:00,Faculty8156366,WIE-205,Wieboldt Hall,Equipment Maintenance & Repair,Projector lamp / image quality,"Projector image noticeably dim, colors washed out.",Cleaned filter and reset lamp hours counter.,T. Nakamura,131737
INC0202070,2025-05-09 06:02:37,2025-05-09 06:10:37,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,12
INC0202153,2025-05-09 06:10:17,2025-05-09 06:18:17,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,24
INC0202004,2025-05-09 06:18:54,2025-05-09 06:39:54,25Live,WIE-246,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,11
INC0200747,2025-05-09 06:47:55,2025-05-09 07:04:55,25Live,WIE-110,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Admissions Information Session,Auto-closed by scheduling integration.,,29
INC0201760,2025-05-09 07:29:46,2025-05-09 07:54:46,25Live,WIE-441,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Room Hold — Facilities,Auto-closed by scheduling integration.,,16
INC0200898,2025-05-09 07:43:36,2025-05-09 08:06:36,25Live,WIE-148,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Executive Education Workshop,Auto-closed by scheduling integration.,,10
INC0200514,2025-05-09 09:31:00,2025-05-30 22:39:00,Faculty2945106,,Wieboldt Hall,Equipment Maintenance & Repair,Projector lamp / image quality,"Yellow tint on projected image, worse on left side.",Scheduled projector replacement; loaner cart provided in interim.,T. Nakamura,31028
INC0200214,2025-05-09 17:48:00,2025-05-22 08:09:00,Faculty9693294,WIE-142,Wieboldt Hall,AV Technical Support,No display / HDMI handshake,HDMI handshake failure after switching from podium PC to laptop.,Manually forced input on switcher; EDID re-handshake resolved the black screen.,E. Marsh,18141
INC0201740,2025-05-10 05:19:12,2025-05-10 05:28:12,25Live,WIE-455,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MORS-470-0-51 Negotiations,Auto-closed by scheduling integration.,,13
INC0200876,2025-05-10 05:22:41,,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,DECS-433-0-61 Business Analytics,,,
INC0201225,2025-05-10 05:46:51,2025-05-10 06:11:51,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,STRT-452-0-71 Competitive Strategy,Auto-closed by scheduling integration.,,13
INC0201858,2025-05-10 07:38:13,2025-05-10 07:40:13,25Live,WIE-312,Wieboldt Hall,Classroom Scheduling,Room reservation sync,DECS-433-0-61 Business Analytics,Auto-closed by scheduling integration.,,17
INC0200426,2025-05-10 09:23:00,2025-05-10 11:50:00,Faculty4461181,WIE-355,Wieboldt Hall,AV Technical Support,Audio / microphone,Wireless mic static and dropouts near front of room.,Reset DSP to default preset; room audio normal.,A. Okafor,147
INC0200690,2025-05-10 09:31:00,2025-05-10 12:28:00,Staff1907180,,Wieboldt Hall,Lecture Capture,Recording failed / not captured,Recording stopped 20 minutes into class; remainder not captured.,Re-seated audio feed to appliance; levels verified on test recording.,J. Whitfield,177
INC0200429,2025-05-10 12:22:00,2025-05-11 02:27:00,Staff845595,WIE-312,Wieboldt Hall,AV Technical Support,No display / HDMI handshake,Instructor laptop connected via HDMI but projector shows 'No Signal'.,Replaced worn HDMI cable at podium wall plate.,D. Lindqvist,845
INC0200400,2025-05-10 12:46:00,2025-05-10 13:04:00,Staff3238178,WIE-142,Wieboldt Hall,AV Technical Support,No display / HDMI handshake,HDMI handshake failure after switching from podium PC to laptop.,Manually forced input on switcher; EDID re-handshake resolved the black screen.,E. Marsh,18
INC0200284,2025-05-10 15:56:00,2025-05-10 16:48:00,Staff675130,,Wieboldt Hall,AV Technical Support,Input switching failure,Instructor unable to switch between laptop and PC mid-class.,Matrix switcher front-panel override cleared; touch panel control restored.,R. Calloway,52
INC0200215,2025-05-11 08:40:00,2025-05-11 09:13:00,Faculty6353419,,Wieboldt Hall,AV Technical Support,No display / HDMI handshake,Guest speaker laptop not detected on wall plate HDMI input.,Replaced worn HDMI cable at podium wall plate.,M. Reyes,33
INC0202149,2025-05-12 05:18:10,2025-05-12 05:19:10,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Student Club Panel Event,Auto-closed by scheduling integration.,,19
INC0201356,2025-05-12 05:54:35,,25Live,WIE-105,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,,,
INC0202432,2025-05-12 07:05:42,2025-05-12 07:09:42,25Live,WIE-318,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MORS-470-0-51 Negotiations,Auto-closed by scheduling integration.,,23
INC0201385,2025-05-13 05:09:55,2025-05-13 05:28:55,25Live,WIE-110,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,Auto-closed by scheduling integration.,,5
INC0201451,2025-05-13 05:11:48,2025-05-13 05:22:48,25Live,WIE-312,Wieboldt Hall,Classroom Scheduling,Room reservation sync,STRT-452-0-71 Competitive Strategy,Auto-closed by scheduling integration.,,24
INC0202237,2025-05-13 05:34:37,,25Live,WIE-148,Wieboldt Hall,Classroom Scheduling,Room reservation sync,STRT-452-0-71 Competitive Strategy,,,
INC0201650,2025-05-13 05:43:32,2025-05-13 06:11:32,25Live,WIE-205,Wieboldt Hall,Classroom Scheduling,Room reservation sync,FINC-430-0-51 Corporate Finance,Auto-closed by scheduling integration.,,18
INC0200050,2025-05-13 08:18:00,2025-05-13 10:10:00,Staff1958059,WIE-312,Wieboldt Hall,AV TECHNICAL SUPPORT,No display / HDMI handshake,Projector shows brief image then drops to black screen repeatedly.,Manually forced input on switcher; EDID re-handshake resolved the black screen.,D. Lindqvist,112
INC0201917,2025-05-14 05:01:03,2025-05-14 05:24:03,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Student Club Panel Event,Auto-closed by scheduling integration.,,19
INC0201729,2025-05-14 05:01:33,2025-05-14 05:26:33,25Live,WIE-110,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Executive Education Workshop,Auto-closed by scheduling integration.,,23
INC0201181,2025-05-14 05:04:06,,25Live,WIE-148,Wieboldt Hall,Classroom Scheduling,Room reservation sync,DECS-433-0-61 Business Analytics,,,
INC0201732,2025-05-14 05:06:00,2025-05-14 05:35:00,25Live,WIE-352,Wieboldt Hall,Classroom Scheduling,Room reservation sync,DECS-433-0-61 Business Analytics,Auto-closed by scheduling integration.,,5
INC0201446,2025-05-14 05:15:42,,25Live,WIE-148,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Faculty Meeting,,,
INC0201907,2025-05-14 05:22:07,2025-05-14 05:50:07,25Live,WIE-312,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Room Hold — Facilities,Auto-closed by scheduling integration.,,27
INC0202269,2025-05-14 05:57:24,2025-05-14 05:59:24,25Live,WIE-355,Wieboldt Hall,Classroom Scheduling,Room reservation sync,DECS-433-0-61 Business Analytics,Auto-closed by scheduling integration.,,11
INC0201486,2025-05-14 06:06:50,2025-05-14 06:14:50,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Admissions Information Session,Auto-closed by scheduling integration.,,6
INC0200435,2025-05-14 15:21:00,2025-05-15 07:11:00,Student3563472,WIE-312,Wieboldt Hall,Webconferencing,Zoom/Teams AV routing,Remote participants cannot hear in-room audio on Zoom call.,Re-seated USB extender at podium; camera re-enumerated in Teams.,L. Ferreira,950
INC0200978,2025-05-15 05:20:38,2025-05-15 05:49:38,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Room Hold — Facilities,Auto-closed by scheduling integration.,,26
INC0200983,2025-05-15 05:45:38,2025-05-15 06:00:38,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Admissions Information Session,Auto-closed by scheduling integration.,,5
INC0201918,2025-05-15 06:10:17,2025-05-15 06:22:17,25Live,WIE-318,Wieboldt Hall,Classroom Scheduling,Room reservation sync,STRT-452-0-71 Competitive Strategy,Auto-closed by scheduling integration.,,27
INC0201201,2025-05-15 06:51:19,2025-05-15 07:15:19,25Live,WIE-205,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MKTG-450-0-61 Brand Strategy,Auto-closed by scheduling integration.,,19
INC0201565,2025-05-16 05:10:13,,25Live,WIE-355,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Room Hold — Facilities,,,
INC0202206,2025-05-16 05:35:38,2025-05-16 05:36:38,25Live,WIE-544,Wieboldt Hall,Classroom Scheduling,Room reservation sync,DECS-433-0-61 Business Analytics,Auto-closed by scheduling integration.,,14
INC0202459,2025-05-16 06:58:22,2025-05-16 07:12:22,25Live,WIE-246,Wieboldt Hall,Classroom Scheduling,Room reservation sync,ACCT-410-0-51 Financial Accounting,Auto-closed by scheduling integration.,,17
